AGE,GENDER,CIVIL STATUS,NO DEPENDANTS,MOP,PORTFOLIO AT RISK,CYCLES,CURT/PDNP,BRANCH,YEARS BUS,HOME,YEARS HOME,CF TO LOAN,COLL TO LOAN,INDUSTRY,BUSINESS
38,FEMALE,MARRIED,2,WALK-IN,,1,CURT,SMB,5.0,OWNED,8.0,1.11,0.61,SERVICES,EATERY
46,FEMALE,SEPARATED,2,PDC,,4,CURT,SMB,9.0,OWNED,9.0,1.61,0.937,WHOLESALE/RETAIL,SCHOOL SUPPLY AND GEN. MERCHANDISE
46,FEMALE,MARRIED,2,PDC,,1,CURT,SMB,9.0,OWNED,20.0,3.11,2.0140000000000002,SERVICES,DIRECT SELLING
56,FEMALE,MARRIED,4,WALK-IN,,12,CURT,SMB,23.0,OWNED,13.0,2.01,1.0,RETAIL,FRUITS DEALER
57,FEMALE,SINGLE,1,WALK-IN,,22,CURT,SMB,24.0,OWNED,56.0,1.65,1.0,RETAIL,SCHOOL SUPPLIES
39,MALE,MARRIED,4,PDC,,2,CURT,SMB,20.0,OWNED,30.0,5.37,0.747,SERVICES,school
48,MALE,WIDOW,0,PDC,"51,846.00",3,PDNP,SMB,5.0,RENTED,7.0,6.67,1.7730000000000001,WHOLESALER,Tiles Dealer
36,FEMALE,SINGLE,0,PDC,,1,CURT,SMB,10.0,OWNED,14.0,1.46,2.332,RETAIL,RTW
41,FEMALE,MARRIED,3,WALK-IN,,1,CURT,SMB,4.0,OWNED,18.0,1.25,2.8480000000000003,RETAIL,SCHOOL SUPPLIES
23,FEMALE,MARRIED,4,WALK-IN,,3,CURT,SMB,8.0,RENTED,4.0,1.82,1.7180000000000002,RETAIL,CELLPHONE ACCESSORIES RETAILER
34,FEMALE,SINGLE,0,PDC,,2,CURT,SMB,6.0,OWNED,17.0,1.41,2.141,RETAIL,GENERAL MERCHANDISE
49,FEMALE,SEPARATED,1,PDC,,2,CURT,SMB,10.0,OWNED,9.0,1.66,2.082,WHOLESALE/RETAIL,GENERAL MERCHANDISED
35,MALE,MARRIED,2,PDC,,1,CURT,SMB,3.0,OWNED,6.0,2.02,2.565,RETAIL/TRADING,XEROX COPY
37,FEMALE,MARRIED,3,PDC,,1,CURT,SMB,6.0,RENTED,4.0,1.38,1.163,RETAIL,RTW
50,FEMALE,SINGLE,2,PDC,,3,CURT,SMB,22.0,RENTED,10.0,1.42,0.752,WHOLESALE/RETAIL/TRADE,DIRECT SELLING / RICE RETAILER AND SILVER JEWELRY
51,FEMALE,SEPARATED,4,PDC,,2,CURT,SMB,15.0,OWNED,18.0,0.96,1.344,RETAIL/TRADE/SERVICES,PARTY NEEDS
31,FEMALE,MARRIED,5,WALK-IN,,3,CURT,SMB,18.0,OWNED,4.0,1.8,2.153,RETAIL,CELLPHONE ACCESSORIES RETAILER
34,MALE,MARRIED,1,PDC,,1,CURT,SMB,10.0,OWNED,10.0,1.27,0.917,RETAIL,HARDWARE SUPPLY
40,FEMALE,SINGLE,2,PDC,,1,CURT,SMB,13.0,OWNED,14.0,2.1,2.4,RETAIL,RTW
43,MALE,MARRIED,2,PDC,,2,CURT,SMB,16.0,OWNED,16.0,2.14,2.748,RETAIL,"Cellphone, Gadgets & Accessories"
48,FEMALE,SINGLE,0,WALK-IN,,2,CURT,SMB,5.0,OWNED,31.0,1.16,0.9209999999999999,RETAIL,PLANTS & PETSHOP
55,FEMALE,SINGLE,1,PDC,,2,CURT,SMB,6.0,OWNED,31.0,1.26,1.072,RETAIL,General Merchandised
56,FEMALE,SINGLE,0,PDC,,1,CURT,SMB,25.0,RENTED,3.0,1.78,0.845,SERVICES,DIRECT SELLING
52,FEMALE,MARRIED,3,PDC,,1,CURT,SMB,20.0,OWNED,28.0,1.31,1.569,MANUFACTURING,TAILORING
43,FEMALE,MARRIED,2,PDC,,2,CURT,SMB,7.0,RENTED,1.0,2.02,1.455,RETAIL/TRADING,NATASHA FASHION PRO 2
58,FEMALE,MARRIED,1,PDC,,2,CURT,SMB,20.0,OWNED,20.0,1.95,1.964,SERVICES,TAILORING AND DRESS MAKING SHOP
31,MALE,MARRIED,3,WALK-IN,,2,CURT,SMB,1.0,OWNED,26.0,0.91,2.678,SERVICES,Grab Taxi / Hardware / Gen. Merchandised
58,FEMALE,MARRIED,1,WALK-IN,,1,CURT,SMB,17.0,OWNED,38.0,1.11,0.8440000000000001,RETAIL,GEN. MERCHANDISE
38,FEMALE,MARRIED,2,PDC,,2,CURT,SMB,12.0,OWNED,12.0,1.07,1.256,RETAIL/TRADING,JEWELRY AND REPAIR SHOP
56,FEMALE,SINGLE,2,PDC,,2,CURT,SMB,18.0,OWNED,20.0,2.1,2.5,SERVICES,TRANSPORT OPERATOR
52,FEMALE,MARRIED,0,WALK-IN,,2,CURT,SMB,6.0,OWNED,30.0,1.29,1.216,SERVICES,BEAUTY SALON
53,MALE,MARRIED,4,WALK-IN,,3,CURT,SMB,24.0,OWNED,24.0,0.96,0.774,RETAIL,Sari-Sari Store
61,MALE,MARRIED,0,WALK-IN,,3,CURT,SMB,16.0,OWNED,18.0,1.39,0.855,SERVICES,DIRECT SELLING
37,MALE,SINGLE,4,PDC,,2,CURT,SMB,14.0,OWNED,17.0,2.3,28.95,RETAIL,"Cellphones, gadgets, Accessories & Repair Shop"
59,FEMALE,SINGLE,1,PDC,,2,CURT,SMB,17.0,OWNED,17.0,0.9,0.9440000000000001,RETAIL,GENERAL MERCHANDISED
57,FEMALE,MARRIED,2,PDC,,2,CURT,SMB,11.0,OWNED,16.0,2.94,0.968,SERVICES,CANTEEN @ VIDEOKE
36,FEMALE,MARRIED,2,PDC,,3,CURT,SMB,9.0,OWNED,3.0,1.35,1.527,RETAIL,"Cellphones, gadgets, Accessories & Repair Shop"
51,FEMALE,MARRIED,4,PDC,,2,CURT,SMB,4.0,OWNED,25.0,1.78,1.054,RETAIL,SERVICE CENTER / GENERAL MERCHANDISE
33,MALE,MARRIED,1,WALK-IN,,1,CURT,SMB,10.0,SHARED/BORROWED,33.0,2.41,1.19,RETAIL,MEAT SHOP
55,FEMALE,MARRIED,3,WALK-IN,,1,CURT,SMB,8.0,OWNED,7.5,1.07,0.794,RETAIL,VEGETABLE RETAIL
26,FEMALE,SINGLE,2,WALK-IN,,1,CURT,SMB,3.0,OWNED,3.0,1.29,1.04,SERVICES,CARINDERIA
53,FEMALE,WIDOW,4,WALK-IN,,1,CURT,SMB,3.0,RENTED,5.0,1.58,0.835,SERVICES,EATERY
49,FEMALE,MARRIED,0,WALK-IN,,1,CURT,SMB,11.0,OWNED,24.0,1.67,1.5,RETAIL,SARI SARI STORE
50,FEMALE,WIDOW,3,WALK-IN,"8,560.65",3,PDNP,ANB,20.0,OWNED,29.0,1.77,0.6729999999999999,RETAIL,PASALUBONG DELICACIES
40,FEMALE,MARRIED,2,WALK-IN,"16,569.95",2,PDNP,ANB,6.0,SHARED/BORROWED,6.0,1.04,0.2,SERVICES,CARINDERIA
51,FEMALE,WIDOW,1,WALK-IN,"17,779.45",1,PDNP,ANB,1.0,SHARED/BORROWED,25.0,1.13,1.32,RETAIL,MEAT SHOP
63,FEMALE,WIDOW,1,WALK-IN,"15,813.93",1,PDNP,ANB,1.0,SHARED/BORROWED,31.0,1.56,0.856,RETAIL,MEAT DEALER
57,FEMALE,WIDOW,1,WALK-IN,"25,070.14",6,PDNP,ANB,3.0,OWNED,26.0,1.25,0.377,SERVICES,CARINDERIA
35,FEMALE,MARRIED,0,WALK-IN,"8,462.83",3,PDNP,ANB,2.0,OWNED,6.0,1.55,0.5920000000000001,RETAIL,SARI SARI STORE
47,FEMALE,MARRIED,2,WALK-IN,"1,375.13",4,PDNP,ANB,12.0,OWNED,44.0,1.19,0.9129999999999999,RETAIL/SERVICES,SARI SARI STORE/CARINDERIA
40,MALE,SINGLE,2,WALK-IN,"94,217.37",7,PDNP,ANB,1.0,MORTGAGED,7.0,0.19,0.348,RETAIL,DRESSED CHICKEN DEALER
41,FEMALE,MARRIED,2,WALK-IN,"17,757.08",1,PDNP,ANB,6.0,OWNED,6.0,1.12,1.4,RETAIL,MINI GROCERY
56,FEMALE,WIDOW,2,WALK-IN,"62,811.43",9,PDNP,ANB,8.0,OWNED,15.0,1.24,0.488,RETAIL,MINI GROCERY
30,MALE,SINGLE,1,WALK-IN,"47,733.49",1,PDNP,ANB,8.0,RENTED,8.0,2.15,0.625,RETAIL,VEGETABLE RETAIL
47,MALE,MARRIED,3,WALK-IN,"10,594.73",8,PDNP,ANB,8.0,RENTED,9.0,2.19,0.625,RETAIL,BANANA RETAIL
45,FEMALE,MARRIED,3,PDC,"4,987.34",1,PDNP,ANB,12.0,OWNED,17.0,3.81,1.9269999999999998,SERVICES,FOOD INDUSTRY
47,MALE,SINGLE,1,WALK-IN,"27,218.58",2,PDNP,ANB,3.0,RENTED,8.0,1.33,0.894,MANUFACTURING,GARMENTS
51,MALE,WIDOW,3,PDC,"67,882.20",1,PDNP,ANB,4.0,MORTGAGED,10.0,1.59,0.81,SERVICES,CANTEEN
39,FEMALE,MARRIED,3,PDC,,5,CURT,ANB,6.0,OWNED,39.0,1.71,0.8540000000000001,WHOLESALE/RETAIL,RTW
59,FEMALE,MARRIED,1,WALK-IN,,4,CURT,ANB,6.0,SHARED/BORROWED,59.0,4.86,0.983,MANUFACTURING,RTW
44,FEMALE,MARRIED,3,PDC,,2,CURT,ANB,3.0,OWNED,20.0,3.44,1.5419999999999998,SERVICES,RESTAURANT
45,FEMALE,MARRIED,3,WALK-IN,"142,598.21",10,PDNP,ANB,25.0,OWNED,25.0,3.66,2.3280000000000003,MANUFACTURING,BAKERY
63,FEMALE,WIDOW,1,WALK-IN,,19,CURT,ANB,9.0,OWNED,38.0,1.47,0.5,RETAIL,SARI SARI STORE
40,FEMALE,MARRIED,3,WALK-IN,"24,656.71",1,PDNP,ANB,14.0,RENTED,33.0,9.02,4.6530000000000005,RETAIL,VEGETABLE DEALER
50,FEMALE,MARRIED,5,PDC,,10,CURT,ANB,23.0,OWNED,50.0,1.12,1.003,RETAIL,SARI SARI STORE
39,MALE,MARRIED,2,PDC,,1,CURT,ANB,8.0,OWNED,13.0,1.02,0.894,SERVICES,RESTAURANT
47,FEMALE,MARRIED,3,PDC,,1,CURT,ANB,10.0,SHARED/BORROWED,11.0,2.55,3.533,MANUFACTURING,DRESS SHOP
49,MALE,MARRIED,2,PDC,,10,CURT,ANB,6.0,OWNED,19.0,1.64,0.934,WHOLESALE/RETAIL,SARI SARI STORE
37,FEMALE,MARRIED,0,WALK-IN,,1,CURT,ANB,1.0,OWNED,9.0,1.03,3.2,NANUFACTURING,HOLLOWBLOCKS
37,MALE,MARRIED,4,PDC,,18,CURT,ANB,7.0,RENTED,15.0,2.29,1.251,SERVICES/RETAIL,MOTOR PARTS/SERVICES
51,FEMALE,WIDOW,2,PDC,,3,CURT,ANB,11.0,OWNED,17.0,1.74,0.488,SERVICES,MWK TRADING AND PRINTING SERVICES
53,MALE,MARRIED,3,PDC,"83,963.79",4,PDNP,ANB,10.0,OWNED,20.0,1.29,0.7,RETAIL,SOFTDRINKS DEALER
37,FEMALE,SINGLE,5,WALK-IN,,12,CURT,ANB,14.0,OWNED,14.0,2.01,0.975,RETAIL,FROZEN GOODS
32,MALE,SINGLE,2,WALK-IN,,5,CURT,ANB,6.0,SHARED/BORROWED,11.0,1.05,0.8370000000000001,RETAIL,FROZEN GOODS
44,MALE,MARRIED,4,PDC,"72,271.97",1,PDNP,ANB,7.0,SHARED/BORROWED,25.0,1.67,1.0659999999999998,RETAIL,POULTRY SUPPLIES
53,FEMALE,MARRIED,1,PDC,,5,CURT,ANB,9.0,OWNED,53.0,2.12,0.958,WHOLESALE/RETAIL,RTW
34,FEMALE,MARRIED,3,PDC,,5,CURT,ANB,8.0,OWNED,30.0,1.62,1.357,WHOLESALE/RETAIL,RTW
55,MALE,MARRIED,0,WALK-IN,"48,865.69",3,PDNP,ANB,15.0,OWNED,25.0,1.22,0.467,RETAIL,BREADS RETAIL
49,FEMALE,SEPARATED,3,PDC,,1,CURT,ANB,12.0,SHARED/BORROWED,6.0,1.55,0.867,SERVICES,PROFESSIONAL SERVICES
43,MALE,MARRIED,2,PDC,,6,CURT,ANB,13.0,OWNED,14.0,1.68,0.991,WHOLESALE/RETAIL,MOTORCYCLE PARTS & ACCESSORIES
57,FEMALE,MARRIED,4,PDC,,3,CURT,ANB,15.0,OWNED,57.0,2.84,1.1179999999999999,RETAIL/WHOLESALE/TRADE,ANIMAL FEED STORE
48,FEMALE,MARRIED,3,WALK-IN,"20,259.01",1,PDNP,ANB,2.0,OWNED,2.0,1.21,1.389,RETAIL,RTW
37,MALE,SINGLE,0,WALK-IN,"113,404.02",3,PDNP,ANB,9.0,SHARED/BORROWED,25.0,1.29,0.892,SERVICES,CARINDERIA
37,FEMALE,MARRIED,2,PDC,,1,CURT,ANB,2.0,SHARED/BORROWED,37.0,1.54,1.067,MANUFACTURING,RTW
48,FEMALE,MARRIED,3,WALK-IN,"6,358.09",2,PDNP,ANB,10.0,OWNED,45.0,10.43,8.213,SERVICES,TAILORING
49,FEMALE,MARRIED,1,PDC,"85,554.14",1,PDNP,ANB,15.0,OWNED,47.0,1.61,0.48,RETAIL,HARDWARE
32,FEMALE,MARRIED,1,WALK-IN,"1,644.07",3,PDNP,ANB,8.0,OWNED,10.0,1.39,1.35,RETAIL,SARI SARI STORE
56,FEMALE,MARRIED,1,WALK-IN,"2,795.10",1,PDNP,ANB,5.0,OWNED,25.0,1.7,0.833,SERVICES,CARINDERIA
45,FEMALE,MARRIED,3,WALK-IN,"4,986.72",1,PDNP,ANB,8.0,OWNED,18.0,1.35,0.6,RETAIL,SARI SARI STORE
42,MALE,MARRIED,3,WALK-IN,"2,918.56",8,PDNP,ANB,11.0,OWNED,11.0,1.56,1.4,RETAILER,SARI SARI STORE
41,FEMALE,MARRIED,5,WALK-IN,"15,875.93",6,PDNP,ANB,15.0,OWNED,12.0,1.98,0.575,RETAIL,MEAT & CHICKEN
34,FEMALE,SINGLE,3,WALK-IN,"6,157.16",1,PDNP,ANB,3.0,RENTED,3.0,1.23,1.225,MANUFACTURING,BAKERY
37,FEMALE,MARRIED,4,PDC,"145,408.51",7,PDNP,PASIG,16.0,SHARED/BORROWED,16.0,3.34,0.188,RETAIL,GENERAL MERCHANDISE
32,FEMALE,MARRIED,3,WALK-IN,"20,406.33",10,PDNP,ANB,3.0,OWNED,6.0,1.75,0.5329999999999999,RETAIL,Sari-Sari Store
44,MALE,MARRIED,2,WALK-IN,"24,265.99",3,PDNP,PASIG,3.0,OWNED,7.0,1.47,1.2429999999999999,RETAIL,SARI SARI STORE
34,FEMALE,MARRIED,4,WALK-IN,,1,CURT,ANB,6.0,OWNED,12.0,2.37,2.187,MANUFACTURING,GARMENTS
52,FEMALE,MARRIED,3,WALK-IN,100.00,9,PDNP,ANB,6.0,SHARED/BORROWED,28.0,1.46,1.8330000000000002,SERVICES,Computer Shop
35,FEMALE,MARRIED,5,WALK-IN,,1,CURT,ANB,6.0,OWNED,15.0,2.39,0.8370000000000001,RETAIL,SARI SARI STORE
35,FEMALE,SINGLE,1,WALK-IN,"9,668.07",8,PDNP,ANB,5.0,RENTED,5.0,4.01,1.055,RETAIL,Meat Retailer
48,FEMALE,MARRIED,4,PDC,,1,CURT,ANB,16.0,OWNED,25.0,3.75,4.916,RETAIL,PAINT CENTER & HARDWARE
47,FEMALE,MARRIED,3,WALK-IN,"41,061.30",13,PDNP,ANB,13.0,OWNED,27.0,1.0,5.0,RETAIL,Buy and sell
59,FEMALE,WIDOW,2,PDC,,8,CURT,PASIG,20.0,RENTED,10.0,2.53,0.107,RETAIL,MEAT SHOP
52,FEMALE,MARRIED,1,PDC,,2,CURT,PASIG,3.0,OWNED,7.0,1.37,1.024,SERVICES,TAPSIHAN
50,FEMALE,MARRIED,3,PDC,"41,774.56",1,PDNP,ANB,12.0,OWNED,12.0,3.06,0.9640000000000001,WHOLESALE/RETAIL,MINI MART
34,FEMALE,MARRIED,5,PDC,"43,750.37",3,PDNP,ANB,6.0,RENTED,16.0,1.8,1.04,MANUFACTURING,BAKERY
49,FEMALE,MARRIED,2,WALK-IN,"17,719.47",11,PDNP,ANB,14.0,RENTED,4.0,1.16,1.3330000000000002,MANUFACTURING,Carinderia
43,FEMALE,MARRIED,4,PDC,"38,456.06",1,PDNP,ANB,10.0,RENTED,10.0,3.25,1.29,MANUFACTURING,BAKERY
43,FEMALE,WIDOW,2,PDC,,1,CURT,PASIG,20.0,RENTED,7.0,3.04,1.6380000000000001,WHOLESALE/RETAIL,RTW
47,FEMALE,MARRIED,2,PDC,,8,CURT,PASIG,16.0,OWNED,45.0,2.25,1.1159999999999999,RETAIL,GENERAL MERCHANDISE
53,FEMALE,MARRIED,2,WALK-IN,"3,512.47",2,PDNP,ANB,16.0,OWNED,20.0,1.27,1.54,RETAIL,SARI SARI STORE
39,MALE,MARRIED,4,WALK-IN,"6,362.71",11,PDNP,ANB,4.0,SHARED/BORROWED,36.0,1.63,0.9620000000000001,RETAIL,sari-sari store
35,MALE,SINGLE,0,PDC,,6,CURT,PASIG,5.0,RENTED,10.0,1.11,0.183,SERVICES,SALON
53,FEMALE,MARRIED,5,PDC,,7,CURT,PASIG,15.0,RENTED,15.0,1.39,0.156,RETAIL,RTW
50,FEMALE,MARRIED,4,WALK-IN,,13,CURT,PASIG,13.0,OWNED,13.0,0.95,0.225,SERVICES,COMPUTER PARTS RETAIL
48,FEMALE,MARRIED,3,WALK-IN,"9,412.73",7,PDNP,ANB,21.0,OWNED,21.0,1.49,0.642,RETAIL,Sari-sari Store
50,FEMALE,SEPARATED,3,WALK-IN,"4,804.17",1,PDNP,ANB,7.0,OWNED,21.0,1.56,1.205,RETAIL,SARI SARI STORE
51,FEMALE,SEPARATED,3,WALK-IN,"13,643.41",1,PDNP,ANB,7.0,OWNED,21.0,2.21,1.56,RETAIL/SERVICES,SARI-SARI STORE/CARINDERIA
32,FEMALE,SINGLE,2,WALK-IN,"22,505.18",1,PDNP,ANB,8.0,RENTED,8.0,4.66,0.64,RETAIL,SARI SARI STORE
41,FEMALE,SINGLE,3,WALK-IN,"3,128.36",4,PDNP,ANB,20.0,OWNED,20.0,1.11,0.583,RETAIL,FISH RETAIL
39,FEMALE,MARRIED,1,WALK-IN,"9,893.12",2,PDNP,ANB,2.0,OWNED,5.0,1.74,1.0270000000000001,RETAIL,SARI SARI STORE
39,FEMALE,MARRIED,1,WALK-IN,"3,547.31",2,PDNP,ANB,2.0,OWNED,5.0,1.54,0.447,RETAIL,SARI SARI STORE
46,FEMALE,WIDOW,2,WALK-IN,"11,919.92",4,PDNP,ANB,4.0,RENTED,4.0,1.21,1.0,SERVICES,CARINDERIA
39,FEMALE,MARRIED,3,WALK-IN,"1,322.17",7,PDNP,ANB,6.0,OWNED,30.0,1.27,1.025,RETAIL,Sari-Sari Store
41,FEMALE,MARRIED,2,WALK-IN,"10,122.01",7,PDNP,ANB,5.0,OWNED,39.0,2.31,2.225,RETAIL,Sari-Sari Store
59,MALE,MARRIED,1,WALK-IN,"16,934.15",5,PDNP,ANB,3.0,RENTED,5.0,1.61,0.37,MANUFACTURING,CARINDERIA
60,FEMALE,MARRIED,1,WALK-IN,"15,911.11",2,PDNP,ANB,3.0,RENTED,5.0,1.13,0.797,SERVICES,CARINDERIA
54,FEMALE,MARRIED,1,WALK-IN,"3,048.10",1,PDNP,ANB,35.0,OWNED,35.0,1.26,0.42700000000000005,RETAIL,PASALUBONG DELICACIES
15,FEMALE,MARRIED,1,WALK-IN,,1,CURT,ANB,4.0,OWNED,15.0,0.72,0.556,RETAIL,ENTERPRISE
38,MALE,MARRIED,2,WALK-IN,,4,CURT,ANB,30.0,OWNED,45.0,1.58,0.55,RETAIL,VEGETABLES
38,FEMALE,SINGLE,2,WALK-IN,"13,610.87",1,PDNP,ANB,4.0,RENTED,5.0,1.51,1.8,RETAIL,RTW
24,FEMALE,SINGLE,0,PDC,,3,CURT,ANB,3.0,SHARED/BORROWED,23.0,1.35,1.508,RETAIL,AUTO SUPPLY
40,FEMALE,WIDOW,4,WALK-IN,,3,CURT,ANB,10.0,OWNED,28.0,5.57,0.948,MANUFACTURING,RTW
25,FEMALE,SINGLE,0,WALK-IN,,1,CURT,ANB,3.0,SHARED/BORROWED,25.0,2.56,2.233,RETAIL,RTW
56,FEMALE,SINGLE,0,WALK-IN,,2,CURT,ANB,10.0,OWNED,56.0,4.29,1.636,RETAIL,SARI SARI STORE
40,FEMALE,SINGLE,5,WALK-IN,"7,954.05",4,PDNP,ANB,17.0,SHARED/BORROWED,20.0,1.63,1.6369999999999998,SERVICES,CARINDERIA
37,FEMALE,MARRIED,2,WALK-IN,"3,247.52",1,PDNP,ANB,4.0,OWNED,12.0,1.29,1.0390000000000001,SERVICES,SALON
45,FEMALE,MARRIED,5,WALK-IN,,2,CURT,ANB,3.0,RENTED,10.0,1.12,2.2,RETAIL,SARI SARI STORE
37,FEMALE,MARRIED,1,PDC,,4,CURT,ANB,3.0,OWNED,33.0,1.19,1.052,RETAIL,BIGASAN
47,FEMALE,MARRIED,2,WALK-IN,,4,CURT,ANB,6.0,RENTED,15.0,1.79,1.0290000000000001,RETAIL,RTW
51,FEMALE,SINGLE,2,WALK-IN,,2,CURT,ANB,2.0,OWNED,3.0,1.96,1.156,RETAIL,MANUFACTURING
45,FEMALE,MARRIED,5,WALK-IN,,6,CURT,ANB,21.0,OWNED,11.0,1.48,1.0170000000000001,MANUFACTURING,BAKERY & SARI-SARI STORE
41,FEMALE,MARRIED,3,WALK-IN,,4,CURT,ANB,7.0,OWNED,7.0,0.95,0.973,RETAIL,SARI SARI STORE
37,FEMALE,SINGLE,0,PDC,,2,CURT,ANB,15.0,OWNED,16.0,3.28,1.032,RETAIL,"BUKO, ULING & WRAPPER"
31,FEMALE,MARRIED,2,WALK-IN,,1,CURT,ANB,3.0,SHARED/BORROWED,10.0,1.44,1.4669999999999999,RETAIL,RTW
47,FEMALE,MARRIED,3,WALK-IN,,11,CURT,ANB,9.0,RENTED,10.0,1.58,1.035,RETAIL,SARI SARI STORE
47,FEMALE,MARRIED,3,WALK-IN,,2,CURT,ANB,3.0,OWNED,5.0,1.4,2.636,RETAIL,GULAYAN AND MEATSHOP
24,FEMALE,MARRIED,4,WALK-IN,,1,CURT,ANB,10.0,RENTED,5.0,2.24,1.36,RETAIL,MEAT SHOP
57,FEMALE,MARRIED,0,WALK-IN,,1,CURT,ANB,16.0,OWNED,16.0,1.82,0.794,RETAIL,VEGETABLE
42,FEMALE,MARRIED,2,PDC,,1,CURT,ANB,12.0,OWNED,27.0,1.35,3.992,RETAIL/SERVICES,GILINGAN
29,MALE,MARRIED,0,WALK-IN,,2,CURT,ANB,7.0,OWNED,3.0,4.75,1.8330000000000002,WHOLESALE/RETAIL,MINI GROCERY
39,FEMALE,SINGLE,1,WALK-IN,,1,CURT,ANB,10.0,RENTED,10.0,1.22,1.76,WHOLESALE,GARMENTS/SUBCON
48,FEMALE,MARRIED,4,WALK-IN,"41,617.67",1,PDNP,ANB,18.0,OWNED,48.0,1.9,1.14,RETAIL,FISH VENDOR
29,FEMALE,MARRIED,2,PDC,,4,CURT,ANB,7.0,RENTED,20.0,1.47,1.25,WHOLESALE/RETAIL,AUTO SUPPLY
33,FEMALE,SINGLE,1,WALK-IN,,1,CURT,ANB,5.0,SHARED/BORROWED,7.0,0.61,0.555,RETAIL,RTW
46,FEMALE,MARRIED,3,WALK-IN,,5,CURT,ANB,6.0,OWNED,46.0,3.9,1.032,RETAIL,RTW
56,FEMALE,MARRIED,5,WALK-IN,,6,CURT,ANB,3.0,OWNED,10.0,1.03,0.695,RETAIL,SARI SARI STORE
49,MALE,MARRIED,3,WALK-IN,"15,467.48",1,PDNP,PASIG,3.0,OWNED,34.0,4.29,9.263,SERVICES,LAUNDRY
39,FEMALE,MARRIED,5,WALK-IN,"16,695.21",1,PDNP,ANB,25.0,MORTGAGED,4.0,3.49,2.086,SERVICES,EATERY
29,MALE,MARRIED,1,WALK-IN,"14,964.64",3,PDNP,ANB,10.0,SHARED/BORROWED,20.0,2.1,1.3030000000000002,RETAIL,FISH RETAILER / TALIPAPA
42,MALE,SINGLE,5,PDC,"89,041.40",11,PDNP,ANB,25.0,OWNED,11.0,1.56,0.94,RETAIL,HARDWARE
45,FEMALE,WIDOW,3,WALK-IN,"32,940.32",3,PDNP,ANB,3.0,OWNED,5.0,1.48,1.246,SERVICES,PRINTING
58,FEMALE,SINGLE,3,WALK-IN,"9,114.49",1,PDNP,ANB,20.0,SHARED/BORROWED,57.0,2.2,3.832,RETAIL,MEAT RETAILER
31,FEMALE,MARRIED,5,WALK-IN,"6,093.62",2,PDNP,ANB,6.0,OWNED,20.0,1.02,1.246,RETAIL/WHOLESALE/TRADE,RTW
41,FEMALE,MARRIED,4,WALK-IN,"8,146.99",1,PDNP,ANB,5.0,SHARED/BORROWED,39.0,1.97,3.7289999999999996,RETAIL/SERVICES,SARI SARI STORE AND CARINDERIA
40,FEMALE,MARRIED,4,WALK-IN,"1,500.01",1,PDNP,ANB,2.0,SHARED/BORROWED,36.0,7.22,2.824,RETAIL/WHOLESALE/TRADE,RTW
47,MALE,MARRIED,4,WALK-IN,168.33,3,PDNP,PASIG,3.0,RENTED,16.0,1.06,0.337,RETAIL,SARI SARI STORE
43,FEMALE,MARRIED,3,PDC,,2,CURT,PASIG,3.0,RENTED,12.0,1.91,1.141,MANUFACTURING,RTW
55,FEMALE,SINGLE,4,PDC,,2,CURT,PASIG,5.0,RENTED,15.0,3.12,3.15,RETAIL,RTW
42,FEMALE,WIDOW,1,PDC,,5,CURT,PASIG,12.0,OWNED,10.0,1.29,1.355,WHOLESALE,SOFTDRINKS DEALER
58,FEMALE,MARRIED,6,PDC,,20,CURT,PASIG,25.0,OWNED,30.0,0.83,0.37200000000000005,RETAIL,SARI SARI STORE
55,MALE,SINGLE,1,WALK-IN,,1,CURT,PASIG,4.0,OWNED,20.0,1.99,1.145,RETAIL,MEAT SHOP
51,FEMALE,MARRIED,3,PDC,"24,568.76",5,PDNP,PASIG,15.0,OWNED,20.0,4.59,3.745,RETAIL,MEAT SHOP
31,MALE,MARRIED,3,WALK-IN,,2,CURT,PASIG,10.0,OWNED,31.0,2.96,4.0,WHOLESALE/RETAIL,RTW
58,FEMALE,WIDOW,2,PDC,,2,CURT,PASIG,10.0,SHARED/BORROWED,11.0,1.47,1.032,WHOLESALE/RETAIL,RTW
45,FEMALE,MARRIED,3,WALK-IN,,4,CURT,PASIG,5.0,OWNED,23.0,2.6,1.064,SERVICES,EATERY
35,FEMALE,MARRIED,4,WALK-IN,,2,CURT,PASIG,7.0,OWNED,13.0,5.89,1.493,WHOLESALE/RETAIL,VEGETABLE DEALER
40,MALE,MARRIED,3,WALK-IN,,1,CURT,PASIG,10.0,OWNED,5.0,2.84,1.375,WHOLESALE/RETAIL,VEGETABLES
55,MALE,WIDOW,4,WALK-IN,,4,CURT,PASIG,10.0,SHARED/BORROWED,30.0,1.25,0.8220000000000001,SERVICES,CELLPHONE REPAIR
40,FEMALE,SEPARATED,3,WALK-IN,,4,CURT,PASIG,2.0,OWNED,40.0,2.11,0.725,SERVICES,EATERY
57,FEMALE,MARRIED,4,PDC,,3,CURT,PASIG,20.0,OWNED,31.0,0.86,0.258,RETAIL,VEGETABLE/GROCERY
59,FEMALE,MARRIED,2,PDC,,13,CURT,PASIG,15.0,OWNED,13.0,1.42,1.912,RETAIL,MINI GROCERY
34,MALE,MARRIED,2,PDC,,1,CURT,PASIG,2.0,RENTED,4.0,3.21,2.476,WHOLESALE/RETAIL,TEXTILE
