AGE,GENDER,CIVIL STATUS,NO DEPENDANTS,MOP,PORTFOLIO AT RISK,CYCLES,CURT/PDNP,BRANCH,YEARS BUS,HOME,YEARS HOME,CF TO LOAN,COLL TO LOAN
45,FEMALE,SEPARATED,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,19.0,OWNED,25.0," 42,856.92 ",                               -  
55,FEMALE,MARRIED,5,WALK-IN, 1.00 ,3,PDNP,Pasig II,19.0,OWNED,50.0," 102,005.65 "," 750,000.00 "
30,MALE,SINGLE,2,PDC, 1.00 ,1,PDNP,Quezon City II,2.0,BORROWED/SHARED,26.0,                               -  ,                               -  
43,FEMALE,MARRIED,3,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,14.0,OWNED,21.0," 122,253.02 ",                               -  
54,FEMALE,MARRIED,6,WALK-IN, 1.00 ,2,PDNP,Pasig I,14.0,BORROWED/SHARED,29.0," 71,684.08 ",                               -  
62,MALE,SEPARATED,2,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,34.0,OWNED,13.0," 41,561.17 ",                               -  
44,FEMALE,SINGLE,2,PDC, 1.00 ,12,PDNP,Quezon City I,10.0,RENTED,6.0," 627,614.00 ",                               -  
54,FEMALE,MARRIED,5,WALK-IN, 1.00 ,13,PDNP,Pasig I,10.0,RENTED,10.0," 244,626.11 ",                               -  
44,FEMALE,MARRIED,4,WALK-IN, 1.00 ,8,PDNP,Write off-Inactive AO,9.0,OWNED,29.0," 81,482.18 "," 200,000.00 "
62,FEMALE,SEPARATED,1,PDC, 1.00 ,8,PDNP,Pasig II,4.0,OWNED,25.0," 153,715.00 ",                               -  
58,MALE,MARRIED,4,WALK-IN, 1.00 ,7,PDNP,Write off-Inactive AO,17.0,RENTED,9.0," 69,053.00 "," 56,000.00 "
37,FEMALE,SINGLE,1,WALK-IN, 1.00 ,2,PDNP,Pasig II,7.0,RENTED,15.0," 189,549.58 ",                               -  
45,FEMALE,WIDOW,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,23.0,BORROWED/SHARED,45.0," 39,968.41 ",                               -  
55,FEMALE,SEPARATED,3,PDC, 1.00 ,2,PDNP,Write off-Inactive AO,11.0,RENTED,13.0," 21,654.28 ",                               -  
42,FEMALE,SINGLE,2,WALK-IN, 1.00 ,2,PDNP,Write off-Inactive AO,9.0,OWNED,42.0," 137,232.23 ",                               -  
39,FEMALE,MARRIED,3,WALK-IN, 1.00 ,1,PDNP,Write off-Inactive AO,11.0,OWNED,20.0," 205,816.28 "," 500,000.00 "
43,FEMALE,MARRIED,3,PDC,0,1,CURT,Rizal,5.0,OWNED,18.0," 2,646,832.00 "," 850,000.00 "
39,MALE,MARRIED,3,PDC,0,2,CURT,Pasig I,10.0,OWNED,12.0," 1,478,815.00 "," 920,000.00 "
35,FEMALE,MARRIED,1,PDC,0,1,CURT,Laguna,4.0,MORTGAGED,3.0," 2,446,266.00 "," 700,000.00 "
40,FEMALE,MARRIED,1,PDC,0,3,CURT,Pasig I,4.0,OWNED,38.0," 828,179.00 "," 2,100,000.00 "
42,FEMALE,MARRIED,3,PDC,0,1,CURT,Rizal,2.0,OWNED,42.0," 611,628.00 "," 670,000.00 "
35,MALE,SINGLE,1,PDC,0,2,CURT,Rizal,5.0,OWNED,5.0," 1,355,848.00 "," 2,000,000.00 "
45,FEMALE,MARRIED,3,PDC,0,2,CURT,Pasig II,4.0,RENTED,13.0," 232,177.86 "," 424,200.00 "
39,FEMALE,MARRIED,3,PDC,0,3,CURT,Rizal,10.0,OWNED,10.0," 491,214.00 "," 568,000.00 "
44,FEMALE,MARRIED,4,PDC,0,1,CURT,Laguna,19.0,OWNED,12.0," 250,973.00 "," 752,000.00 "
48,MALE,MARRIED,3,PDC," 509,904.74 ",1,PDNP,Rizal,2.0,OWNED,9.0," 1,998,442.00 "," 2,370,000.00 "
48,FEMALE,MARRIED,1,PDC,0,2,CURT,Quezon City II,14.0,OWNED,14.0," 697,536.00 "," 688,000.00 "
45,MALE,MARRIED,4,PDC,0,2,CURT,Pasig I,3.0,OWNED,18.0," 2,489,078.00 "," 780,000.00 "
47,MALE,MARRIED,2,PDC,0,1,CURT,Rizal,3.0,OWNED,30.0," 1,754,831.00 "," 650,000.00 "
47,FEMALE,SEPARATED,0,PDC,0,1,CURT,Rizal,5.0,RENTED,11.0," 1,121,007.00 "," 1,138,000.00 "
43,FEMALE,SINGLE,2,PDC,0,1,CURT,Rizal,16.0,OWNED,43.0," 1,431,574.00 "," 1,000,000.00 "
47,FEMALE,MARRIED,4,PDC,0,3,CURT,Pasig I,13.0,OWNED,21.0," 1,279,552.00 "," 830,000.00 "
51,FEMALE,SINGLE,3,PDC," 140,976.27 ",1,PDNP,Rizal,4.0,OWNED,26.0," 814,999.00 "," 430,000.00 "
32,MALE,SINGLE,0,PDC,0,2,CURT,Laguna,7.0,OWNED,31.0," 2,431,309.00 "," 2,700,000.00 "
61,FEMALE,WIDOW,1,PDC,0,4,CURT,Pasig I,36.0,OWNED,36.0," 6,860,243.00 "," 750,000.00 "
44,FEMALE,MARRIED,4,PDC,0,1,CURT,Rizal,1.0,OWNED,26.0," 279,498.00 "," 1,300,000.00 "
42,MALE,MARRIED,4,PDC,0,4,CURT,Pasig II,9.0,OWNED,5.0," 3,898,994.00 "," 1,200,000.00 "
30,FEMALE,MARRIED,4,PDC,0,1,CURT,Laguna,7.0,OWNED,3.0," 829,282.00 "," 1,180,000.00 "
49,MALE,MARRIED,2,PDC,0,2,CURT,Rizal,18.0,OWNED,15.0," 1,573,471.00 "," 950,000.00 "
35,FEMALE,MARRIED,4,PDC,0,1,CURT,Pasig I,6.0,MORTGAGED,6.0," 1,203,086.00 "," 520,000.00 "
44,MALE,SEPARATED,3,PDC,0,2,CURT,Cavite,7.0,RENTED,17.0," 1,615,250.00 "," 1,300,000.00 "
43,FEMALE,MARRIED,1,PDC,0,3,CURT,Cavite,5.0,RENTED,5.0," 312,752.00 "," 450,000.00 "
56,FEMALE,MARRIED,1,PDC,0,9,CURT,Cavite,14.0,OWNED,14.0," 1,629,246.00 "," 1,300,000.00 "
35,FEMALE,SINGLE,1,PDC,0,1,CURT,Quezon City I,7.0,OWNED,7.0," 2,817,462.00 "," 2,587,000.00 "
54,FEMALE,MARRIED,4,PDC,0,2,CURT,Quezon City I,23.0,OWNED,7.0," 2,418,630.00 "," 1,050,000.00 "
58,FEMALE,MARRIED,2,PDC,0,2,CURT,Laguna,15.0,OWNED,45.0," 1,019,698.00 "," 1,520,000.00 "
47,FEMALE,MARRIED,3,PDC,0,1,CURT,Rizal,20.0,OWNED,20.0," 1,036,586.00 "," 840,000.00 "
29,MALE,MARRIED,1,PDC,0,1,CURT,Laguna,7.0,OWNED,7.0," 1,906,629.00 "," 650,000.00 "
25,FEMALE,MARRIED,3,PDC,0,1,CURT,Quezon City II,4.0,OWNED,4.0," 1,349,913.00 "," 1,700,000.00 "
25,FEMALE,MARRIED,3,PDC,0,1,CURT,Quezon City II,4.0,OWNED,4.0," 1,349,913.00 "," 1,700,000.00 "
39,FEMALE,SINGLE,1,PDC,0,1,CURT,Laguna,8.0,RENTED,10.0," 357,373.00 "," 520,000.00 "
36,MALE,MARRIED,0,PDC,0,3,CURT,Laguna,6.0,OWNED,3.0," 1,194,593.00 "," 1,800,000.00 "
54,FEMALE,MARRIED,2,PDC," 205,922.00 ",2,PDNP,Past Due August 2016 to present-Inactive AO,5.0,OWNED,4.0,                               -  ," 550,000.00 "
50,MALE,MARRIED,3,PDC,0,5,CURT,Pasig I,14.0,OWNED,14.0," 1,092,504.00 "," 940,000.00 "
54,MALE,MARRIED,3,PDC,0,2,CURT,Pasig II,5.0,MORTGAGED,13.0," 588,421.00 "," 1,160,000.00 "
59,FEMALE,MARRIED,3,PDC,0,2,CURT,Quezon City I,30.0,OWNED,6.0," 5,691,968.00 ",##############
47,FEMALE,MARRIED,3,PDC,0,1,CURT,Cavite,20.0,MORTGAGED,20.0," 466,887.00 "," 565,000.00 "
55,MALE,MARRIED,2,PDC,0,2,CURT,Laguna,4.0,OWNED,22.0," 2,862,679.00 "," 820,000.00 "
48,FEMALE,SEPARATED,5,PDC,0,3,CURT,Quezon City II,14.0,OWNED,22.0," 2,930,243.00 "," 840,000.00 "
31,FEMALE,MARRIED,3,PDC,0,5,CURT,Pasig I,7.0,OWNED,7.0," 3,484,795.00 "," 1,212,000.00 "
51,FEMALE,MARRIED,5,PDC,0,1,CURT,Rizal,5.0,OWNED,5.0," 321,688.00 "," 420,000.00 "
35,MALE,MARRIED,1,PDC,0,1,CURT,Pasig I,2.0,OWNED,3.0," 2,356,433.00 "," 600,000.00 "
44,FEMALE,MARRIED,0,PDC,0,1,CURT,Pasig II,8.0,OWNED,10.0," 3,645,872.00 "," 1,072,000.00 "
56,FEMALE,MARRIED,1,PDC,0,2,CURT,Quezon City I,20.0,OWNED,11.0," 1,778,172.00 "," 1,180,000.00 "
52,FEMALE,SINGLE,1,PDC,0,4,CURT,Rizal,12.0,OWNED,37.0," 1,111,920.00 "," 700,000.00 "
39,FEMALE,MARRIED,4,PDC,0,1,CURT,Rizal,17.0,OWNED,17.0," 2,771,244.00 "," 1,010,000.00 "
32,FEMALE,SINGLE,2,PDC,0,1,CURT,Quezon City II,3.0,RENTED,3.0," 367,401.00 "," 870,000.00 "
39,FEMALE,SINGLE,1,PDC,0,2,CURT,Pasig II,4.0,OWNED,7.0," 630,623.00 "," 590,000.00 "
48,MALE,MARRIED,2,PDC,0,1,CURT,Pasig I,16.0,OWNED,20.0," 545,171.00 "," 635,000.00 "
38,MALE,MARRIED,4,PDC,0,2,CURT,Cavite,7.0,OWNED,37.0," 497,432.00 "," 1,524,000.00 "
52,FEMALE,MARRIED,4,PDC,0,1,CURT,Pasig I,15.0,OWNED,20.0," 520,543.00 "," 638,000.00 "
56,FEMALE,MARRIED,4,PDC,0,2,CURT,Quezon City II,18.0,OWNED,56.0," 767,458.00 "," 801,000.00 "
43,FEMALE,MARRIED,5,PDC," 287,408.14 ",1,PDNP,Cavite,5.0,OWNED,43.0," 507,400.00 "," 950,000.00 "
39,MALE,MARRIED,3,PDC,0,2,CURT,Laguna,5.0,MORTGAGED,5.0," 400,019.00 "," 1,576,000.00 "
35,MALE,SINGLE,1,PDC,0,5,CURT,Quezon City II,3.0,OWNED,5.0," 391,509.47 "," 130,000.00 "
55,FEMALE,MARRIED,3,PDC,0,2,CURT,Rizal,20.0,OWNED,20.0," 1,992,000.00 "," 394,000.00 "
42,FEMALE,WIDOW,4,PDC," 289,555.11 ",2,PDNP,Cavite,2.0,OWNED,40.0," 1,817,252.00 "," 953,000.00 "
62,MALE,MARRIED,2,PDC,0,3,CURT,Pasig I,36.0,OWNED,36.0," 1,854,057.00 "," 2,238,000.00 "
42,FEMALE,MARRIED,1,PDC,0,4,CURT,Cavite,14.0,OWNED,40.0," 2,279,337.00 "," 3,100,000.00 "
41,MALE,MARRIED,2,PDC,0,2,CURT,Laguna,3.0,OWNED,40.0," 936,040.00 "," 368,000.00 "
46,MALE,MARRIED,3,PDC," 319,187.81 ",1,PDNP,Bulacan,15.0,OWNED,15.0," 1,284,644.00 "," 900,000.00 "
38,FEMALE,MARRIED,1,PDC,0,5,CURT,Cavite,10.0,OWNED,16.0," 2,181,743.00 "," 1,561,000.00 "
45,MALE,MARRIED,3,PDC," 134,420.68 ",1,PDNP,Quezon City II,3.0,BORROWED/SHARED,20.0," 649,840.00 "," 850,000.00 "
48,FEMALE,MARRIED,4,PDC,0,3,CURT,Quezon City II,16.0,OWNED,7.0," 2,181,609.00 "," 410,000.00 "
50,FEMALE,MARRIED,4,PDC,0,2,CURT,Quezon City II,6.0,OWNED,28.0," 981,342.00 "," 650,000.00 "
51,MALE,MARRIED,3,PDC,0,3,CURT,Pasig I,4.0,OWNED,4.0," 1,551,425.00 "," 785,000.00 "
51,MALE,MARRIED,2,PDC,0,1,CURT,Rizal,31.0,OWNED,24.0," 1,295,140.00 "," 1,135,000.00 "
55,MALE,MARRIED,4,PDC,0,3,CURT,Quezon City II,20.0,OWNED,20.0," 5,722,187.00 "," 980,000.00 "
35,FEMALE,MARRIED,2,PDC,0,1,CURT,Cavite,7.0,OWNED,11.0," 1,204,895.00 "," 870,000.00 "
55,MALE,MARRIED,3,PDC,0,1,CURT,Cavite,18.0,OWNED,13.0," 1,230,372.00 "," 950,000.00 "
45,MALE,MARRIED,3,PDC," 283,516.62 ",1,PDNP,Rizal,13.0,OWNED,45.0," 4,939,775.00 "," 1,050,000.00 "
39,FEMALE,MARRIED,4,PDC,0,3,CURT,Laguna,3.0,MORTGAGED,9.0," 755,488.00 "," 780,000.00 "
60,FEMALE,MARRIED,4,PDC,0,5,CURT,Rizal,16.0,OWNED,58.0," 896,440.00 "," 953,000.00 "
56,FEMALE,MARRIED,5,PDC,0,2,CURT,Rizal,10.0,MORTGAGED,15.0," 1,983,136.00 "," 739,000.00 "
57,FEMALE,MARRIED,3,PDC,0,1,CURT,Cavite,19.0,OWNED,16.0," 3,377,571.00 "," 1,370,000.00 "
48,FEMALE,MARRIED,4,PDC,0,3,CURT,Quezon City I,18.0,OWNED,15.0," 536,282.00 "," 588,000.00 "
51,FEMALE,SEPARATED,3,PDC,0,5,CURT,Quezon City I,8.0,OWNED,23.0," 1,648,425.00 "," 1,120,000.00 "
33,FEMALE,MARRIED,2,PDC,0,1,CURT,Quezon City II,10.0,OWNED,10.0," 2,283,531.00 "," 848,000.00 "
42,MALE,MARRIED,5,PDC,0,1,CURT,Laguna,3.0,RENTED,2.0," 1,202,852.00 "," 700,000.00 "
46,FEMALE,SINGLE,1,PDC,0,1,CURT,Laguna,13.0,OWNED,46.0," 2,979,339.00 "," 1,500,000.00 "
42,MALE,MARRIED,3,PDC,0,2,CURT,Laguna,5.0,OWNED,18.0," 892,401.00 "," 1,437,000.00 "
46,FEMALE,MARRIED,2,PDC,0,2,CURT,Pasig II,16.0,OWNED,16.0," 1,440,275.00 "," 1,110,000.00 "
55,FEMALE,WIDOW,1,PDC,0,1,CURT,Pasig I,6.0,OWNED,55.0," 996,509.00 "," 450,000.00 "
49,MALE,MARRIED,3,PDC,0,1,CURT,Pasig I,7.0,OWNED,7.0," 887,814.00 "," 840,000.00 "
41,FEMALE,WIDOW,4,PDC,0,1,CURT,Quezon City II,16.0,OWNED,17.0," 581,265.00 "," 500,000.00 "
42,FEMALE,MARRIED,4,PDC,0,1,CURT,Rizal,5.0,OWNED,18.0," 875,773.00 "," 953,000.00 "
38,FEMALE,SINGLE,1,PDC,0,3,CURT,Cavite,15.0,RENTED,21.0," 3,145,686.00 "," 500,000.00 "
