0,1,Target,AGE,GENDER,LOAN,LOAN OUTSTANDING,PORTFOLIO AT RISK,CURT/PDNP,CYCLE,BRANCH,INDUSTRY,BUSINESS,BUS. LOC. OWNERSHIP,YEARS,HOME YEARS,NUMBER OF DEPENDENTS,Cf to Loan,Coll 2 Loan,CF calc,Coll calc,CIVIL STATUS_MARRIED,CIVIL STATUS_NON-MARRIED,MOP_PDC,MOP_WALK-IN,HOME_NOT_OWNED,HOME_OWNED,2nd Review
0.065971196,0.9340288,1.0,39.0,0,150000.0,132431.0,0,0,1.0,ANB,SERVICES,OTHERS,RENTED,1,13.0,2.0,1.02,0.894,152483.0,134067.0,1,0,0,1,0,1,0.0
0.33350444,0.66649556,1.0,47.0,1,60000.0,55248.0,0,0,1.0,ANB,MANUFACTURING,OTHERS,SHARED/BORROWED,1,11.0,3.0,2.55,3.533,152944.0,212000.0,1,0,0,1,1,0,0.0
0.24652392,0.7534761,1.0,49.0,0,120000.0,41476.0,0,0,10.0,ANB,WHOLESALE/RETAIL,SARI SARI STORE,OWNED,1,19.0,2.0,1.64,0.934,196899.0,112039.0,1,0,0,1,0,1,0.0
0.22038603,0.779614,1.0,37.0,1,150000.0,89500.0,0,0,1.0,ANB,OTHERS,OTHERS,RENTED,0,9.0,0.0,1.03,3.2,153775.0,480000.0,1,0,1,0,0,1,0.0
0.009379864,0.99062014,1.0,37.0,0,100000.0,95423.0,0,0,18.0,ANB,OTHERS,OTHERS,RENTED,1,15.0,4.0,2.29,1.251,229140.0,125133.0,1,0,0,1,1,0,0.0
0.22479182,0.7752082,1.0,51.0,1,100000.0,100000.0,0,0,3.0,ANB,SERVICES,OTHERS,RENTED,1,17.0,2.0,1.74,0.488,173972.0,48790.0,0,1,0,1,0,1,0.0
0.30939007,0.69060993,0.0,53.0,0,113539.0,83963.0,83963,1,4.0,ANB,RETAIL,OTHERS,RENTED,1,20.0,3.0,1.29,0.7,145917.0,79500.0,1,0,0,1,0,1,0.0
0.038419485,0.9615805,1.0,37.0,1,300000.0,300000.0,0,0,12.0,ANB,RETAIL,OTHERS,RENTED,1,14.0,5.0,2.01,0.975,602518.0,292500.0,0,1,1,0,0,1,0.0
0.026338577,0.9736614,1.0,32.0,0,200000.0,200000.0,0,0,5.0,ANB,RETAIL,OTHERS,RENTED,1,11.0,2.0,1.05,0.837,209092.0,167442.0,0,1,1,0,1,0,0.0
0.47576964,0.52423036,0.0,44.0,0,100000.0,72271.0,72271,1,1.0,ANB,RETAIL,OTHERS,RENTED,1,25.0,4.0,1.67,1.066,167465.0,106633.0,1,0,0,1,1,0,1.0
0.23889166,0.76110834,1.0,53.0,1,150000.0,77751.0,0,0,5.0,ANB,WHOLESALE/RETAIL,RTW,RENTED,1,53.0,1.0,2.12,0.958,317407.0,143733.0,1,0,0,1,0,1,0.0
0.12674773,0.8732523,1.0,34.0,1,100000.0,51834.0,0,0,5.0,ANB,WHOLESALE/RETAIL,RTW,RENTED,1,30.0,3.0,1.62,1.357,162224.0,135700.0,1,0,0,1,0,1,0.0
0.31322712,0.6867729,0.0,55.0,0,180000.0,48865.0,48865,1,3.0,ANB,RETAIL,OTHERS,RENTED,1,25.0,0.0,1.22,0.467,219391.0,84000.0,1,0,1,0,0,1,0.0
0.13132036,0.86867964,1.0,49.0,1,150000.0,138121.0,0,0,1.0,ANB,SERVICES,OTHERS,SHARED/BORROWED,1,6.0,3.0,1.55,0.867,232592.0,130000.0,0,1,0,1,1,0,0.0
0.13610065,0.86389935,1.0,43.0,0,300000.0,155502.0,0,0,6.0,ANB,WHOLESALE/RETAIL,OTHERS,OWNED,1,14.0,2.0,1.68,0.991,503160.0,297192.0,1,0,0,1,0,1,0.0
0.09321082,0.9067892,1.0,57.0,1,200000.0,140623.0,0,0,3.0,ANB,OTHERS,OTHERS,MORTGAGED,1,57.0,4.0,2.84,1.118,567109.0,223600.0,1,0,0,1,0,1,0.0
0.093541384,0.9064586,0.0,48.0,1,70000.0,20259.0,20259,1,1.0,ANB,RETAIL,RTW,RENTED,0,2.0,3.0,1.21,1.389,84663.0,97200.0,1,0,1,0,0,1,0.0
0.31619322,0.6838068,0.0,37.0,0,150000.0,113404.0,113404,1,3.0,ANB,SERVICES,CARINDERIA,RENTED,1,25.0,0.0,1.29,0.892,193859.0,133783.0,0,1,1,0,1,0,0.0
0.29973215,0.70026785,1.0,37.0,1,150000.0,89500.0,0,0,1.0,ANB,MANUFACTURING,RTW,SHARED/BORROWED,0,37.0,2.0,1.54,1.067,230293.0,160000.0,1,0,0,1,1,0,0.0
0.99069166,0.009308329,0.0,48.0,1,13150.0,6358.0,6358,1,2.0,ANB,SERVICES,OTHERS,RENTED,1,45.0,3.0,10.43,8.213,137203.0,108000.0,1,0,1,0,0,1,0.0
0.6255469,0.37445313,0.0,49.0,1,150000.0,85554.0,85554,1,1.0,ANB,RETAIL,OTHERS,OWNED,1,47.0,1.0,1.61,0.48,241371.0,72000.0,1,0,0,1,0,1,0.0
0.80036414,0.19963586,0.0,32.0,1,40000.0,1644.0,1644,1,3.0,ANB,RETAIL,SARI SARI STORE,OWNED,1,10.0,1.0,1.39,1.35,55681.0,54000.0,1,0,1,0,0,1,0.0
0.88680696,0.113193035,0.0,56.0,1,30000.0,2795.0,2795,1,1.0,ANB,SERVICES,CARINDERIA,RENTED,1,25.0,1.0,1.7,0.833,51067.0,25000.0,1,0,1,0,0,1,0.0
0.97410214,0.025897844,0.0,45.0,1,30000.0,4986.0,4986,1,1.0,ANB,RETAIL,SARI SARI STORE,OWNED,1,18.0,3.0,1.35,0.6,40532.0,18000.0,1,0,1,0,0,1,0.0
0.95365375,0.046346243,0.0,42.0,0,50000.0,2918.0,2918,1,8.0,ANB,OTHERS,SARI SARI STORE,OWNED,1,11.0,3.0,1.56,1.4,77775.0,70000.0,1,0,1,0,0,1,0.0
0.8678961,0.13210389,0.0,41.0,1,75000.0,15875.0,15875,1,6.0,ANB,RETAIL,OTHERS,RENTED,1,12.0,5.0,1.98,0.575,148758.0,43133.0,1,0,1,0,0,1,0.0
0.8009033,0.19909668,0.0,34.0,1,30000.0,6157.0,6157,1,1.0,ANB,MANUFACTURING,OTHERS,RENTED,0,3.0,3.0,1.23,1.225,36763.0,36760.0,0,1,1,0,1,0,0.0
0.5548081,0.44519192,0.0,37.0,1,180438.0,145408.0,145408,1,7.0,PASIG,RETAIL,GENERAL MERCHANDISE,SHARED/BORROWED,1,16.0,4.0,3.34,0.188,602691.0,33900.0,1,0,0,1,1,0,0.0
0.3879935,0.6120065,0.0,32.0,1,30000.0,20406.0,20406,1,10.0,ANB,RETAIL,OTHERS,OWNED,0,6.0,3.0,1.75,0.533,52566.0,16000.0,1,0,1,0,0,1,0.0
0.5404974,0.4595026,0.0,44.0,0,40210.0,24265.0,24265,1,3.0,PASIG,RETAIL,SARI SARI STORE,RENTED,0,7.0,2.0,1.47,1.243,59309.0,50000.0,1,0,1,0,0,1,0.0
0.2722494,0.7277506,1.0,34.0,1,100000.0,84824.0,0,0,1.0,ANB,MANUFACTURING,OTHERS,OWNED,1,12.0,4.0,2.37,2.187,237278.0,218700.0,1,0,1,0,0,1,0.0
0.9953886,0.0046113688,0.0,52.0,1,20000.0,100.0,100,1,9.0,ANB,SERVICES,OTHERS,OWNED,1,28.0,3.0,1.46,1.833,29154.0,36667.0,1,0,1,0,1,0,0.0
0.5914018,0.40859818,1.0,35.0,1,30000.0,25226.0,0,0,1.0,ANB,RETAIL,SARI SARI STORE,RENTED,1,15.0,5.0,2.39,0.837,71708.0,25100.0,1,0,1,0,0,1,0.0
0.80533314,0.19466689,0.0,35.0,1,15769.0,9668.0,9668,1,8.0,ANB,RETAIL,OTHERS,RENTED,1,5.0,1.0,4.01,1.055,63161.0,16640.0,0,1,1,0,1,0,0.0
0.58169854,0.4183015,1.0,48.0,1,45540.0,27172.0,0,0,1.0,ANB,RETAIL,OTHERS,RENTED,1,25.0,4.0,3.75,4.916,170614.0,223900.0,1,0,0,1,0,1,0.0
0.4871406,0.5128594,0.0,47.0,1,80000.0,41061.0,41061,1,13.0,ANB,RETAIL,OTHERS,OWNED,1,27.0,3.0,1.0,5.0,79982.0,400000.0,1,0,1,0,0,1,1.0
0.9935546,0.006445378,1.0,59.0,1,150000.0,194.0,0,0,8.0,PASIG,RETAIL,OTHERS,OWNED,1,10.0,2.0,2.53,0.107,380079.0,16000.0,0,1,0,1,1,0,0.0
0.09360987,0.90639013,1.0,52.0,1,100000.0,100000.0,0,0,2.0,PASIG,SERVICES,OTHERS,RENTED,0,7.0,1.0,1.37,1.024,136738.0,102400.0,1,0,0,1,0,1,0.0
0.24320692,0.7567931,0.0,50.0,1,70000.0,41774.0,41774,1,1.0,ANB,WHOLESALE/RETAIL,OTHERS,RENTED,1,12.0,3.0,3.06,0.964,214542.0,67450.0,1,0,0,1,0,1,0.0
0.676103,0.32389697,0.0,34.0,1,150000.0,43750.0,43750,1,3.0,ANB,MANUFACTURING,OTHERS,RENTED,1,16.0,5.0,1.8,1.04,270164.0,156000.0,1,0,0,1,1,0,0.0
0.34211522,0.6578848,0.0,49.0,1,30000.0,17719.0,17719,1,11.0,ANB,MANUFACTURING,OTHERS,RENTED,1,4.0,2.0,1.16,1.333,34939.0,40000.0,1,0,1,0,1,0,0.0
0.34155136,0.65844864,0.0,43.0,1,50000.0,38456.0,38456,1,1.0,ANB,MANUFACTURING,OTHERS,RENTED,1,10.0,4.0,3.25,1.29,162266.0,64500.0,1,0,0,1,1,0,0.0
0.055270553,0.94472945,1.0,43.0,1,200000.0,152717.0,0,0,1.0,PASIG,WHOLESALE/RETAIL,RTW,SHARED/BORROWED,1,7.0,2.0,3.04,1.638,608096.0,327500.0,0,1,0,1,1,0,0.0
0.044228256,0.95577174,1.0,47.0,1,250000.0,240645.0,0,0,8.0,PASIG,RETAIL,GENERAL MERCHANDISE,OWNED,1,45.0,2.0,2.25,1.116,562715.0,278933.0,1,0,0,1,0,1,0.0
0.90742356,0.09257644,0.0,53.0,1,30000.0,3512.0,3512,1,2.0,ANB,RETAIL,SARI SARI STORE,OWNED,1,20.0,2.0,1.27,1.54,38184.0,46200.0,1,0,1,0,0,1,0.0
0.95105493,0.04894508,0.0,39.0,0,30000.0,6362.0,6362,1,11.0,ANB,RETAIL,OTHERS,OWNED,1,36.0,4.0,1.63,0.962,48901.0,28867.0,1,0,1,0,1,0,0.0
0.85324633,0.1467537,1.0,35.0,0,100000.0,37105.0,0,0,6.0,PASIG,SERVICES,OTHERS,RENTED,1,10.0,0.0,1.11,0.183,111276.0,18300.0,0,1,0,1,1,0,0.0
0.43531734,0.56468266,1.0,53.0,1,140000.0,51947.0,0,0,7.0,PASIG,RETAIL,RTW,RENTED,1,15.0,5.0,1.39,0.156,194991.0,21867.0,1,0,0,1,1,0,0.0
0.20553315,0.79446685,1.0,50.0,1,200000.0,10895.0,0,0,13.0,PASIG,SERVICES,OTHERS,OWNED,1,13.0,4.0,0.95,0.225,190451.0,45000.0,1,0,1,0,0,1,0.0
0.8967426,0.10325739,0.0,48.0,1,30000.0,9412.0,9412,1,7.0,ANB,RETAIL,OTHERS,OWNED,1,21.0,3.0,1.49,0.642,44787.0,19250.0,1,0,1,0,0,1,0.0
0.99135727,0.008642755,0.0,50.0,1,20000.0,4804.0,4804,1,1.0,ANB,RETAIL,SARI SARI STORE,OWNED,1,21.0,3.0,1.56,1.205,31132.0,24100.0,0,1,1,0,0,1,0.0
0.7393456,0.2606544,0.0,51.0,1,20000.0,13643.0,13643,1,1.0,ANB,OTHERS,OTHERS,OWNED,1,21.0,3.0,2.21,1.56,44130.0,31200.0,0,1,1,0,0,1,0.0
0.513715,0.486285,0.0,32.0,1,40000.0,22505.0,22505,1,1.0,ANB,RETAIL,SARI SARI STORE,RENTED,1,8.0,2.0,4.66,0.64,186362.0,25600.0,0,1,1,0,1,0,1.0
0.98033714,0.01966286,0.0,41.0,1,30000.0,3128.0,3128,1,4.0,ANB,RETAIL,OTHERS,RENTED,1,20.0,3.0,1.11,0.583,33317.0,17500.0,0,1,1,0,0,1,0.0
0.8232429,0.17675713,0.0,39.0,1,30000.0,9893.0,9893,1,2.0,ANB,RETAIL,SARI SARI STORE,OWNED,0,5.0,1.0,1.74,1.027,52318.0,30800.0,1,0,1,0,0,1,0.0
0.9797275,0.020272497,0.0,39.0,1,40000.0,3547.0,3547,1,2.0,ANB,RETAIL,SARI SARI STORE,OWNED,0,5.0,1.0,1.54,0.447,61651.0,17870.0,1,0,1,0,0,1,0.0
0.8233055,0.17669451,0.0,46.0,1,50000.0,11919.0,11919,1,4.0,ANB,SERVICES,CARINDERIA,RENTED,1,4.0,2.0,1.21,1.0,60678.0,50000.0,0,1,1,0,1,0,0.0
0.9985746,0.001425359,0.0,39.0,1,20000.0,1322.0,1322,1,7.0,ANB,RETAIL,OTHERS,oWNED,1,30.0,3.0,1.27,1.025,25399.0,20500.0,1,0,1,0,0,1,0.0
0.904884,0.09511605,0.0,41.0,1,13027.0,10122.0,10122,1,7.0,ANB,RETAIL,OTHERS,oWNED,1,39.0,2.0,2.31,2.225,30039.0,28980.0,1,0,1,0,0,1,0.0
0.7601068,0.23989318,0.0,59.0,0,30000.0,16934.0,16934,1,5.0,ANB,MANUFACTURING,CARINDERIA,RENTED,0,5.0,1.0,1.61,0.37,48155.0,11100.0,1,0,1,0,1,0,0.0
0.4337337,0.5662663,0.0,60.0,1,30000.0,15911.0,15911,1,2.0,ANB,SERVICES,CARINDERIA,RENTED,0,5.0,1.0,1.13,0.797,34018.0,23900.0,1,0,1,0,1,0,0.0
0.94327796,0.05672207,0.0,54.0,1,30000.0,3048.0,3048,1,1.0,ANB,RETAIL,OTHERS,RENTED,1,35.0,1.0,1.26,0.427,37724.0,12800.0,1,0,1,0,0,1,0.0
0.23085153,0.76914847,1.0,15.0,1,50000.0,33941.0,0,0,1.0,ANB,RETAIL,OTHERS,RENTED,1,15.0,1.0,0.72,0.556,35834.0,27800.0,1,0,1,0,0,1,0.0
0.4539969,0.5460031,1.0,38.0,0,80000.0,80000.0,0,0,4.0,ANB,RETAIL,OTHERS,RENTED,1,45.0,2.0,1.58,0.55,126264.0,44000.0,1,0,1,0,0,1,0.0
0.58457625,0.41542372,0.0,38.0,1,20000.0,13610.0,13610,1,1.0,ANB,RETAIL,RTW,RENTED,1,5.0,2.0,1.51,1.8,30159.0,36000.0,0,1,1,0,1,0,0.0
0.22925586,0.77074414,1.0,24.0,1,40000.0,30543.0,0,0,3.0,ANB,RETAIL,OTHERS,RENTED,0,23.0,0.0,1.35,1.508,53935.0,60315.0,0,1,0,1,1,0,0.0
0.122053385,0.8779466,1.0,40.0,1,130000.0,130000.0,0,0,3.0,ANB,MANUFACTURING,RTW,OWNED,1,28.0,4.0,5.57,0.948,723651.0,123295.0,0,1,1,0,0,1,0.0
0.47747934,0.52252066,1.0,25.0,1,30000.0,27624.0,0,0,1.0,ANB,RETAIL,RTW,RENTED,0,25.0,0.0,2.56,2.233,76739.0,67000.0,0,1,1,0,1,0,1.0
0.03500533,0.96499467,1.0,56.0,1,40000.0,32940.0,0,0,2.0,ANB,RETAIL,SARI SARI STORE,OWNED,1,56.0,0.0,4.29,1.636,171554.0,65420.0,0,1,1,0,0,1,0.0
0.679826,0.32017395,0.0,40.0,1,40000.0,7954.0,7954,1,4.0,ANB,SERVICES,CARINDERIA,OWNED,1,20.0,5.0,1.63,1.637,65045.0,65494.0,0,1,1,0,1,0,0.0
0.9946763,0.0053237095,0.0,37.0,1,25000.0,3247.0,3247,1,1.0,ANB,SERVICES,OTHERS,OWNED,1,12.0,2.0,1.29,1.039,32210.0,25980.0,1,0,1,0,0,1,0.0
0.14880884,0.85119116,1.0,45.0,1,50000.0,25917.0,0,0,2.0,ANB,RETAIL,SARI SARI STORE,RENTED,0,10.0,5.0,1.12,2.2,56189.0,109990.0,1,0,1,0,1,0,0.0
0.33163518,0.6683648,1.0,37.0,1,70000.0,36283.0,0,0,4.0,ANB,RETAIL,OTHERS,RENTED,0,33.0,1.0,1.19,1.052,83175.0,73670.0,1,0,0,1,0,1,0.0
0.33887625,0.66112375,1.0,47.0,1,40000.0,40000.0,0,0,4.0,ANB,RETAIL,RTW,RENTED,1,15.0,2.0,1.79,1.029,71706.0,41145.0,1,0,1,0,1,0,0.0
0.68836963,0.31163034,1.0,51.0,1,30000.0,15550.0,0,0,2.0,ANB,RETAIL,OTHERS,OWNED,0,3.0,2.0,1.96,1.156,58852.0,34690.0,0,1,1,0,0,1,0.0
0.23208565,0.76791435,1.0,45.0,1,50000.0,50000.0,0,0,6.0,ANB,MANUFACTURING,OTHERS,RENTED,1,11.0,5.0,1.48,1.017,73921.0,50867.0,1,0,1,0,0,1,0.0
0.08841425,0.91158575,1.0,41.0,1,120000.0,120000.0,0,0,4.0,ANB,RETAIL,SARI SARI STORE,OWNED,1,7.0,3.0,0.95,0.973,114120.0,116765.0,1,0,1,0,0,1,0.0
0.55102384,0.4489762,1.0,37.0,1,100000.0,67882.0,0,0,2.0,ANB,RETAIL,OTHERS,OWNED,1,16.0,0.0,3.28,1.032,328395.0,103225.0,0,1,0,1,0,1,0.0
0.037374854,0.96262515,1.0,31.0,1,30000.0,27624.0,0,0,1.0,ANB,RETAIL,RTW,RENTED,0,10.0,2.0,1.44,1.467,43287.0,44000.0,1,0,1,0,1,0,0.0
0.09758383,0.90241617,1.0,47.0,1,100000.0,100000.0,0,0,11.0,ANB,RETAIL,SARI SARI STORE,RENTED,1,10.0,3.0,1.58,1.035,157621.0,103525.0,1,0,1,0,1,0,0.0
0.08345473,0.9165453,1.0,47.0,1,60000.0,42187.0,0,0,2.0,ANB,RETAIL,OTHERS,OWNED,0,5.0,3.0,1.4,2.636,83840.0,158150.0,1,0,1,0,0,1,0.0
0.3826437,0.6173563,1.0,24.0,1,90000.0,63280.0,0,0,1.0,ANB,RETAIL,OTHERS,RENTED,1,5.0,4.0,2.24,1.36,202008.0,122400.0,1,0,1,0,1,0,0.0
0.3131482,0.6868518,1.0,57.0,1,50000.0,17281.0,0,0,1.0,ANB,RETAIL,OTHERS,OWNED,1,16.0,0.0,1.82,0.794,90969.0,39680.0,1,0,1,0,0,1,0.0
0.8495456,0.15045443,1.0,42.0,1,50000.0,17281.0,0,0,1.0,ANB,OTHERS,OTHERS,OWNED,1,27.0,2.0,1.35,3.992,67503.0,199600.0,1,0,0,1,0,1,0.0
0.080919266,0.91908073,1.0,29.0,0,60000.0,42187.0,0,0,2.0,ANB,WHOLESALE/RETAIL,OTHERS,RENTED,1,3.0,0.0,4.75,1.833,284706.0,110000.0,1,0,1,0,0,1,0.0
0.3513857,0.6486143,1.0,39.0,1,100000.0,70311.0,0,0,1.0,ANB,OTHERS,OTHERS,OWNED,1,10.0,1.0,1.22,1.76,121825.0,176000.0,0,1,1,0,1,0,0.0
0.40903378,0.5909662,0.0,48.0,1,50000.0,41617.0,41617,1,1.0,ANB,RETAIL,OTHERS,OWNED,1,48.0,4.0,1.9,1.14,95152.0,57000.0,1,0,1,0,0,1,0.0
0.06532323,0.93467677,1.0,29.0,1,80000.0,61087.0,0,0,4.0,ANB,WHOLESALE/RETAIL,OTHERS,RENTED,1,20.0,2.0,1.47,1.25,117732.0,100000.0,1,0,0,1,1,0,0.0
0.10686177,0.89313823,1.0,33.0,1,40000.0,40000.0,0,0,1.0,ANB,RETAIL,RTW,RENTED,1,7.0,1.0,0.61,0.555,24291.0,22200.0,0,1,1,0,1,0,0.0
0.3622015,0.6377985,1.0,46.0,1,30000.0,22907.0,0,0,5.0,ANB,RETAIL,RTW,RENTED,1,46.0,3.0,3.9,1.032,117138.0,30953.0,1,0,1,0,0,1,0.0
0.053667188,0.9463328,1.0,56.0,1,50000.0,38179.0,0,0,6.0,ANB,RETAIL,SARI SARI STORE,RENTED,0,10.0,5.0,1.03,0.695,51385.0,34773.0,1,0,1,0,0,1,0.0
0.55878234,0.44121763,0.0,49.0,0,21051.0,15467.0,15467,1,1.0,PASIG,SERVICES,OTHERS,OWNED,0,34.0,3.0,4.29,9.263,90348.0,195000.0,1,0,1,0,0,1,0.0
0.750369,0.24963097,0.0,39.0,1,30000.0,16695.0,16695,1,1.0,ANB,SERVICES,OTHERS,OWNED,1,4.0,5.0,3.49,2.086,104674.0,62580.0,1,0,1,0,1,0,0.0
0.52922666,0.47077337,0.0,29.0,0,30000.0,14964.0,14964,1,3.0,ANB,RETAIL,OTHERS,RENTED,1,20.0,1.0,2.1,1.303,62966.0,39080.0,1,0,1,0,1,0,0.0
0.51292634,0.48707363,0.0,42.0,0,200000.0,89041.0,89041,1,11.0,ANB,RETAIL,OTHERS,RENTED,1,11.0,5.0,1.56,0.94,311947.0,188000.0,0,1,0,1,0,1,1.0
0.22400469,0.7759953,0.0,45.0,1,40000.0,32940.0,32940,1,3.0,ANB,SERVICES,OTHERS,OWNED,0,5.0,3.0,1.48,1.246,59313.0,49855.0,0,1,1,0,0,1,0.0
0.82786584,0.17213419,0.0,58.0,1,35000.0,9114.0,9114,1,1.0,ANB,RETAIL,OTHERS,RENTED,1,57.0,3.0,2.2,3.832,77062.0,134125.0,0,1,1,0,1,0,0.0
0.91200775,0.08799226,0.0,31.0,1,30000.0,6093.0,6093,1,2.0,ANB,OTHERS,RTW,RENTED,1,20.0,5.0,1.02,1.246,30574.0,37370.0,1,0,1,0,0,1,0.0
0.95449936,0.04550064,0.0,41.0,1,30000.0,8146.0,8146,1,1.0,ANB,OTHERS,OTHERS,SHARED/BORROWED,1,39.0,4.0,1.97,3.729,59100.0,111856.0,1,0,1,0,1,0,0.0
0.98214245,0.017857566,0.0,40.0,1,25000.0,1500.0,1500,1,1.0,ANB,OTHERS,RTW,RENTED,0,36.0,4.0,7.22,2.824,180541.0,70600.0,1,0,1,0,1,0,0.0
0.93274426,0.06725574,0.0,47.0,0,30000.0,168.0,168,1,3.0,PASIG,RETAIL,SARI SARI STORE,RENTED,0,16.0,4.0,1.06,0.337,31841.0,10100.0,1,0,1,0,1,0,0.0
0.38241762,0.6175824,1.0,43.0,1,150000.0,51845.0,0,0,2.0,PASIG,MANUFACTURING,RTW,RENTED,0,12.0,3.0,1.91,1.141,285765.0,171075.0,1,0,0,1,1,0,0.0
0.16676539,0.8332346,1.0,55.0,1,90000.0,90000.0,0,0,2.0,PASIG,RETAIL,RTW,RENTED,1,15.0,4.0,3.12,3.15,281151.0,283508.0,0,1,0,1,1,0,0.0
0.03205824,0.96794176,1.0,42.0,1,300000.0,186560.0,0,0,5.0,PASIG,OTHERS,OTHERS,OWNED,1,10.0,1.0,1.29,1.355,388279.0,406600.0,0,1,0,1,0,1,0.0
0.0053746104,0.9946254,1.0,58.0,1,120000.0,97728.0,0,0,20.0,PASIG,RETAIL,SARI SARI STORE,OWNED,1,30.0,6.0,0.83,0.372,99857.0,44646.0,1,0,0,1,0,1,0.0
0.1366359,0.8633641,1.0,55.0,0,50000.0,33941.0,0,0,1.0,PASIG,RETAIL,OTHERS,OWNED,1,20.0,1.0,1.99,1.145,99703.0,57267.0,0,1,1,0,0,1,0.0
0.7258819,0.27411813,0.0,51.0,1,29075.0,24568.0,24568,1,5.0,PASIG,RETAIL,OTHERS,oWNED,1,20.0,3.0,4.59,3.745,133410.0,108900.0,1,0,0,1,0,1,0.0
0.20005232,0.7999477,1.0,31.0,0,100000.0,100000.0,0,0,2.0,PASIG,WHOLESALE/RETAIL,RTW,RENTED,1,31.0,3.0,2.96,4.0,295889.0,400000.0,1,0,1,0,0,1,0.0
0.096009076,0.9039909,1.0,58.0,1,100000.0,100000.0,0,0,2.0,PASIG,WHOLESALE/RETAIL,RTW,RENTED,1,11.0,2.0,1.47,1.032,147418.0,103200.0,0,1,0,1,1,0,0.0
0.26574296,0.73425704,1.0,45.0,1,60000.0,40729.0,0,0,4.0,PASIG,SERVICES,OTHERS,OWNED,1,23.0,3.0,2.6,1.064,156165.0,63867.0,1,0,1,0,0,1,0.0
0.014547288,0.9854527,1.0,35.0,1,100000.0,100000.0,0,0,2.0,PASIG,WHOLESALE/RETAIL,OTHERS,RENTED,1,13.0,4.0,5.89,1.493,588924.0,149250.0,1,0,1,0,0,1,0.0
0.15949035,0.84050965,1.0,40.0,0,80000.0,60817.0,0,0,1.0,PASIG,WHOLESALE/RETAIL,OTHERS,RENTED,1,5.0,3.0,2.84,1.375,227445.0,110000.0,1,0,1,0,0,1,0.0
0.17101192,0.8289881,1.0,55.0,0,60000.0,30825.0,0,0,4.0,PASIG,SERVICES,OTHERS,RENTED,1,30.0,4.0,1.25,0.822,75187.0,49333.0,0,1,1,0,1,0,0.0
0.22148293,0.77851707,1.0,40.0,1,60000.0,45815.0,0,0,4.0,PASIG,SERVICES,OTHERS,RENTED,0,40.0,3.0,2.11,0.725,126641.0,43520.0,0,1,1,0,0,1,0.0
0.046389222,0.9536108,1.0,57.0,1,130000.0,110271.0,0,0,3.0,PASIG,RETAIL,OTHERS,OWNED,1,31.0,4.0,0.86,0.258,112166.0,33600.0,1,0,0,1,0,1,0.0
0.08379823,0.9162018,1.0,59.0,1,150000.0,26160.0,0,0,13.0,PASIG,RETAIL,OTHERS,RENTED,1,13.0,2.0,1.42,1.912,212381.0,286800.0,1,0,0,1,0,1,0.0
0.14984423,0.8501558,1.0,34.0,0,110000.0,57017.0,0,0,1.0,PASIG,WHOLESALE/RETAIL,OTHERS,RENTED,0,4.0,2.0,3.21,2.476,353636.0,272400.0,1,0,0,1,1,0,0.0
0.24810582,0.7518942,1.0,36.0,0,100000.0,34563.0,0,0,2.0,PASIG,MANUFACTURING,RTW,RENTED,1,13.0,0.0,1.91,2.457,190638.0,245667.0,0,1,0,1,1,0,0.0
0.27349448,0.7265055,1.0,39.0,0,100000.0,62186.0,0,0,4.0,PASIG,RETAIL,SARI SARI STORE,RENTED,1,20.0,1.0,1.22,2.034,122202.0,203400.0,1,0,0,1,1,0,0.0
0.22306699,0.776933,1.0,49.0,1,60000.0,27336.0,0,0,2.0,PASIG,SERVICES,CARINDERIA,RENTED,1,24.0,4.0,0.82,0.356,49007.0,21375.0,0,1,1,0,1,0,0.0
0.39919567,0.6008043,1.0,48.0,0,70000.0,47517.0,0,0,2.0,PASIG,SERVICES,OTHERS,RENTED,0,5.0,0.0,1.25,0.658,87182.0,46060.0,0,1,1,0,0,1,0.0
0.68833786,0.31166214,1.0,36.0,1,100000.0,84824.0,0,0,6.0,PASIG,SERVICES,OTHERS,RENTED,1,8.0,1.0,2.71,0.72,271310.0,72000.0,1,0,0,1,1,0,0.0
0.39443845,0.60556155,0.0,36.0,0,50000.0,25801.0,25801,1,6.0,PASIG,RETAIL,OTHERS,RENTED,0,34.0,0.0,3.0,1.998,150044.0,99900.0,0,1,0,1,1,0,0.0
0.107173085,0.8928269,1.0,47.0,1,60000.0,45815.0,0,0,5.0,PASIG,RETAIL,OTHERS,OWNED,1,15.0,2.0,0.98,0.86,58788.0,51600.0,1,0,1,0,0,1,0.0
0.15664428,0.8433557,1.0,42.0,0,150000.0,150000.0,0,0,10.0,PASIG,WHOLESALE/RETAIL,OTHERS,RENTED,1,4.0,0.0,3.1,1.0,465193.0,150000.0,0,1,1,0,0,1,0.0
0.43036574,0.56963426,0.0,57.0,1,30000.0,7505.0,7505,1,4.0,PASIG,RETAIL,OTHERS,OWNED,1,12.0,0.0,2.08,2.412,62407.0,72367.0,0,1,1,0,0,1,0.0
0.02956289,0.9704371,1.0,55.0,1,70000.0,47516.0,0,0,4.0,PASIG,RETAIL,OTHERS,RENTED,1,45.0,0.0,0.97,1.097,68011.0,76800.0,1,0,1,0,0,1,0.0
